company_name,date,number_of_evidence,evidence_no,final_snippet_score
RTX,2021-02-08,14,9,7
RTX,2021-02-08,14,10,8
RTX,2021-02-08,14,11,7
RTX,2021-02-08,14,12,9
RTX,2021-02-08,14,13,8
RTX,2021-02-08,14,14,7
RTX,2022-02-11,26,1,6
RTX,2022-02-11,26,2,7
RTX,2022-02-11,26,3,6
RTX,2022-02-11,26,4,6
RTX,2022-02-11,26,5,4
RTX,2022-02-11,26,6,6
RTX,2022-02-11,26,7,6
RTX,2022-02-11,26,8,6
RTX,2022-02-11,26,9,6
RTX,2022-02-11,26,10,6
RTX,2022-02-11,26,11,4
RTX,2022-02-11,26,12,5
RTX,2022-02-11,26,13,6
RTX,2022-02-11,26,14,3
RTX,2022-02-11,26,15,4
RTX,2022-02-11,26,16,4
RTX,2022-02-11,26,17,4
RTX,2022-02-11,26,18,4
RTX,2022-02-11,26,19,6
RTX,2022-02-11,26,20,3
RTX,2022-02-11,26,21,6
RTX,2022-02-11,26,22,5
RTX,2022-02-11,26,23,3
RTX,2022-02-11,26,24,4
RTX,2022-02-11,26,25,4
RTX,2022-02-11,26,26,1
RTX,2023-02-07,14,1,5
RTX,2023-02-07,14,2,8
RTX,2023-02-07,14,3,7
RTX,2023-02-07,14,4,8
RTX,2023-02-07,14,5,5
RTX,2023-02-07,14,6,5
RTX,2023-02-07,14,7,8
RTX,2023-02-07,14,8,7
RTX,2023-02-07,14,9,2
RTX,2023-02-07,14,10,7
RTX,2023-02-07,14,11,3
RTX,2023-02-07,14,12,4
RTX,2023-02-07,14,13,3
RTX,2023-02-07,14,14,3
RTX,2024-02-05,3,1,5
RTX,2024-02-05,3,2,4
RTX,2024-02-05,3,3,4
RVTY,2021-03-02,13,1,8
RVTY,2021-03-02,13,2,5
RVTY,2021-03-02,13,3,7
RVTY,2021-03-02,13,4,4
RVTY,2021-03-02,13,5,4
RVTY,2021-03-02,13,6,9
RVTY,2021-03-02,13,7,3
RVTY,2021-03-02,13,8,7
RVTY,2021-03-02,13,9,2
RVTY,2021-03-02,13,10,5
RVTY,2021-03-02,13,11,4
RVTY,2021-03-02,13,12,4
RVTY,2021-03-02,13,13,4
RVTY,2022-03-03,15,1,9
RVTY,2022-03-03,15,2,2
RVTY,2022-03-03,15,3,7
RVTY,2022-03-03,15,4,4
RVTY,2022-03-03,15,5,4
RVTY,2022-03-03,15,6,10
RVTY,2022-03-03,15,7,2
RVTY,2022-03-03,15,8,7
RVTY,2022-03-03,15,9,0
RVTY,2022-03-03,15,10,7
RVTY,2022-03-03,15,11,2
RVTY,2022-03-03,15,12,4
RVTY,2022-03-03,15,13,3
RVTY,2022-03-03,15,14,1
RVTY,2022-03-03,15,15,3
RVTY,2023-03-01,9,1,9
RVTY,2023-03-01,9,2,2
RVTY,2023-03-01,9,3,6
RVTY,2023-03-01,9,4,3
RVTY,2023-03-01,9,5,4
RVTY,2023-03-01,9,6,8
RVTY,2023-03-01,9,7,7
RVTY,2023-03-01,9,8,6
RVTY,2023-03-01,9,9,2
RVTY,2024-02-27,6,1,4
RVTY,2024-02-27,6,2,2
RVTY,2024-02-27,6,3,3
RVTY,2024-02-27,6,4,1
RVTY,2024-02-27,6,5,4
RVTY,2024-02-27,6,6,4
SBAC,2022-03-01,8,1,7
SBAC,2022-03-01,8,2,5
SBAC,2022-03-01,8,3,5
SBAC,2022-03-01,8,4,5
SBAC,2022-03-01,8,5,5
SBAC,2022-03-01,8,6,4
SBAC,2022-03-01,8,7,-2
SBAC,2022-03-01,8,8,4
SBUX,2021-11-19,11,1,7
SBUX,2021-11-19,11,2,7
SBUX,2021-11-19,11,3,7
SBUX,2021-11-19,11,4,7
SBUX,2021-11-19,11,5,4
SBUX,2021-11-19,11,6,3
SBUX,2021-11-19,11,7,7
SBUX,2021-11-19,11,8,6
SBUX,2021-11-19,11,9,7
SBUX,2021-11-19,11,10,6
SBUX,2021-11-19,11,11,6
SBUX,2022-11-18,10,1,7
SBUX,2022-11-18,10,2,6
SBUX,2022-11-18,10,3,4
SBUX,2022-11-18,10,4,3
SBUX,2022-11-18,10,5,6
SBUX,2022-11-18,10,6,6
SBUX,2022-11-18,10,7,5
SBUX,2022-11-18,10,8,5
SBUX,2022-11-18,10,9,3
SBUX,2022-11-18,10,10,5
SBUX,2023-11-17,9,1,5
SBUX,2023-11-17,9,2,8
SBUX,2023-11-17,9,3,1
SBUX,2023-11-17,9,4,4
SBUX,2023-11-17,9,5,1
SBUX,2023-11-17,9,6,3
SBUX,2023-11-17,9,7,5
SBUX,2023-11-17,9,8,2
SBUX,2023-11-17,9,9,2
SBUX,2024-11-20,5,1,5
SBUX,2024-11-20,5,2,5
SBUX,2024-11-20,5,3,5
SBUX,2024-11-20,5,4,4
SBUX,2024-11-20,5,5,4
SCHW,2021-02-24,17,1,7
SCHW,2021-02-24,17,2,7
SCHW,2021-02-24,17,3,7
SCHW,2021-02-24,17,4,8
SCHW,2021-02-24,17,5,5
SCHW,2021-02-24,17,6,7
SCHW,2021-02-24,17,7,6
SCHW,2021-02-24,17,8,5
SCHW,2021-02-24,17,9,4
SCHW,2021-02-24,17,10,5
SCHW,2021-02-24,17,11,4
SCHW,2021-02-24,17,12,3
SCHW,2021-02-24,17,13,3
SCHW,2021-02-24,17,14,5
SCHW,2021-02-24,17,15,3
SCHW,2021-02-24,17,16,3
SCHW,2021-02-24,17,17,6
SCHW,2022-02-24,13,1,7
SCHW,2022-02-24,13,2,7
SCHW,2022-02-24,13,3,6
SCHW,2022-02-24,13,4,8
SCHW,2022-02-24,13,5,4
SCHW,2022-02-24,13,6,5
SCHW,2022-02-24,13,7,6
SCHW,2022-02-24,13,8,6
SCHW,2022-02-24,13,9,5
SCHW,2022-02-24,13,10,7
SCHW,2022-02-24,13,11,6
SCHW,2022-02-24,13,12,5
SCHW,2022-02-24,13,13,3
SCHW,2023-02-24,2,1,4
SCHW,2023-02-24,2,2,5
SCHW,2024-02-23,3,1,6
SCHW,2024-02-23,3,2,5
SCHW,2024-02-23,3,3,2
SHW,2021-02-19,10,1,7
SHW,2021-02-19,10,2,3
SHW,2021-02-19,10,3,5
SHW,2021-02-19,10,4,3
SHW,2021-02-19,10,5,7
SHW,2021-02-19,10,6,3
SHW,2021-02-19,10,7,1
SHW,2021-02-19,10,8,3
SHW,2021-02-19,10,9,5
SHW,2021-02-19,10,10,3
SHW,2022-02-17,21,1,8
SHW,2022-02-17,21,2,6
SHW,2022-02-17,21,3,0
SHW,2022-02-17,21,4,2
SHW,2022-02-17,21,5,-1
SHW,2022-02-17,21,6,5
SHW,2022-02-17,21,7,3
SHW,2022-02-17,21,8,3
SHW,2022-02-17,21,9,6
SHW,2022-02-17,21,10,3
SHW,2022-02-17,21,11,2
SHW,2022-02-17,21,12,1
SHW,2022-02-17,21,13,5
SHW,2022-02-17,21,14,2
SHW,2022-02-17,21,15,1
SHW,2022-02-17,21,16,3
SHW,2022-02-17,21,17,3
SHW,2022-02-17,21,18,2
SHW,2022-02-17,21,19,3
SHW,2022-02-17,21,20,2
SHW,2022-02-17,21,21,3
SHW,2023-02-22,10,1,3
SHW,2023-02-22,10,2,5
SHW,2023-02-22,10,3,1
SHW,2023-02-22,10,4,3
SHW,2023-02-22,10,5,8
SHW,2023-02-22,10,6,3
SHW,2023-02-22,10,7,4
SHW,2023-02-22,10,8,6
SHW,2023-02-22,10,9,3
SHW,2023-02-22,10,10,4
SHW,2024-02-20,3,1,5
SHW,2024-02-20,3,2,5
SHW,2024-02-20,3,3,4
SJM,2021-06-17,29,1,4
SJM,2021-06-17,29,2,6
SJM,2021-06-17,29,3,1
SJM,2021-06-17,29,4,2
SJM,2021-06-17,29,5,5
SJM,2021-06-17,29,6,4
SJM,2021-06-17,29,7,2
SJM,2021-06-17,29,8,4
SJM,2021-06-17,29,9,3
SJM,2021-06-17,29,10,2
SJM,2021-06-17,29,11,4
SJM,2021-06-17,29,12,3
SJM,2021-06-17,29,13,2
SJM,2021-06-17,29,14,1
SJM,2021-06-17,29,15,2
SJM,2021-06-17,29,16,1
SJM,2021-06-17,29,17,1
SJM,2021-06-17,29,18,2
SJM,2021-06-17,29,19,2
SJM,2021-06-17,29,20,2
SJM,2021-06-17,29,21,4
SJM,2021-06-17,29,22,6
SJM,2021-06-17,29,23,3
SJM,2021-06-17,29,24,3
SJM,2021-06-17,29,25,1
SJM,2021-06-17,29,26,6
SJM,2021-06-17,29,27,0
SJM,2021-06-17,29,28,4
SJM,2021-06-17,29,29,1
SJM,2022-06-16,13,1,8
SJM,2022-06-16,13,2,0
SJM,2022-06-16,13,3,7
SJM,2022-06-16,13,4,6
SJM,2022-06-16,13,5,6
SJM,2022-06-16,13,6,2
SJM,2022-06-16,13,7,7
SJM,2022-06-16,13,8,7
SJM,2022-06-16,13,9,5
SJM,2022-06-16,13,10,2
SJM,2022-06-16,13,11,3
SJM,2022-06-16,13,12,3
SJM,2022-06-16,13,13,-1
SJM,2023-06-20,7,1,3
SJM,2023-06-20,7,2,5
SJM,2023-06-20,7,3,3
SJM,2023-06-20,7,4,4
SJM,2023-06-20,7,5,2
SJM,2023-06-20,7,6,8
SJM,2023-06-20,7,7,3
SJM,2024-06-18,5,1,5
SJM,2024-06-18,5,2,5
SJM,2024-06-18,5,3,4
SJM,2024-06-18,5,4,4
SJM,2024-06-18,5,5,4
SLB,2021-01-27,15,1,8
SLB,2021-01-27,15,2,6
SLB,2021-01-27,15,3,6
SLB,2021-01-27,15,4,5
SLB,2021-01-27,15,5,9
SLB,2021-01-27,15,6,8
SLB,2021-01-27,15,7,6
SLB,2021-01-27,15,8,5
SLB,2021-01-27,15,9,6
SLB,2021-01-27,15,10,7
SLB,2021-01-27,15,11,6
SLB,2021-01-27,15,12,6
SLB,2021-01-27,15,13,8
SLB,2021-01-27,15,14,8
SLB,2021-01-27,15,15,4
SLB,2022-01-26,7,1,8
SLB,2022-01-26,7,2,7
SLB,2022-01-26,7,3,6
SLB,2022-01-26,7,4,3
SLB,2022-01-26,7,5,3
SLB,2022-01-26,7,6,3
SLB,2022-01-26,7,7,0
SLB,2023-01-25,6,1,7
SLB,2023-01-25,6,2,7
SLB,2023-01-25,6,3,8
SLB,2023-01-25,6,4,2
SLB,2023-01-25,6,5,3
SLB,2023-01-25,6,6,-3
SLB,2024-01-24,6,1,6
SLB,2024-01-24,6,2,5
SLB,2024-01-24,6,3,4
SLB,2024-01-24,6,4,2
SLB,2024-01-24,6,5,1
SLB,2024-01-24,6,6,1
SMCI,2021-08-27,19,1,8
SMCI,2021-08-27,19,2,5
SMCI,2021-08-27,19,3,6
SMCI,2021-08-27,19,4,4
SMCI,2021-08-27,19,5,2
SMCI,2021-08-27,19,6,1
SMCI,2021-08-27,19,7,5
SMCI,2021-08-27,19,8,2
SMCI,2021-08-27,19,9,4
SMCI,2021-08-27,19,10,3
SMCI,2021-08-27,19,11,-2
SMCI,2021-08-27,19,12,0
SMCI,2021-08-27,19,13,4
SMCI,2021-08-27,19,14,2
SMCI,2021-08-27,19,15,-1
SMCI,2021-08-27,19,16,3
SMCI,2021-08-27,19,17,4
SMCI,2021-08-27,19,18,2
SMCI,2021-08-27,19,19,1
SMCI,2022-08-29,12,1,7
SMCI,2022-08-29,12,2,4
SMCI,2022-08-29,12,3,3
SMCI,2022-08-29,12,4,5
SMCI,2022-08-29,12,5,5
SMCI,2022-08-29,12,6,4
SMCI,2022-08-29,12,7,2
SMCI,2022-08-29,12,8,4
SMCI,2022-08-29,12,9,4
SMCI,2022-08-29,12,10,2
SMCI,2022-08-29,12,11,4
SMCI,2022-08-29,12,12,2
SMCI,2023-08-28,6,1,4
SMCI,2023-08-28,6,2,4
SMCI,2023-08-28,6,3,6
SMCI,2023-08-28,6,4,1
SMCI,2023-08-28,6,5,4
SMCI,2023-08-28,6,6,3
SNA,2021-02-11,22,1,8
SNA,2021-02-11,22,2,6
SNA,2021-02-11,22,3,7
SNA,2021-02-11,22,4,5
SNA,2021-02-11,22,5,6
SNA,2021-02-11,22,6,4
SNA,2021-02-11,22,7,4
SNA,2021-02-11,22,8,3
SNA,2021-02-11,22,9,5
SNA,2021-02-11,22,10,4
SNA,2021-02-11,22,11,5
SNA,2021-02-11,22,12,3
SNA,2021-02-11,22,13,5
SNA,2021-02-11,22,14,3
SNA,2021-02-11,22,15,5
SNA,2021-02-11,22,16,6
SNA,2021-02-11,22,17,6
SNA,2021-02-11,22,18,1
SNA,2021-02-11,22,19,0
SNA,2021-02-11,22,20,0
SNA,2021-02-11,22,21,3
SNA,2021-02-11,22,22,1
SNA,2022-02-11,11,1,7
SNA,2022-02-11,11,2,3
SNA,2022-02-11,11,3,3
SNA,2022-02-11,11,4,2
SNA,2022-02-11,11,5,7
SNA,2022-02-11,11,6,3
SNA,2022-02-11,11,7,2
SNA,2022-02-11,11,8,6
SNA,2022-02-11,11,9,3
SNA,2022-02-11,11,10,1
SNA,2022-02-11,11,11,2
SNA,2023-02-09,11,1,8
SNA,2023-02-09,11,2,4
SNA,2023-02-09,11,3,7
SNA,2023-02-09,11,4,2
SNA,2023-02-09,11,5,4
SNA,2023-02-09,11,6,2
SNA,2023-02-09,11,7,6
SNA,2023-02-09,11,8,2
SNA,2023-02-09,11,9,-2
SNA,2023-02-09,11,10,-4
SNA,2023-02-09,11,11,2
SNA,2024-02-16,3,1,5
SNA,2024-02-16,3,2,3
SNA,2024-02-16,3,3,1
SNPS,2022-12-12,6,1,7
SNPS,2022-12-12,6,2,4
SNPS,2022-12-12,6,3,4
SNPS,2022-12-12,6,4,4
SNPS,2022-12-12,6,5,4
SNPS,2022-12-12,6,6,5
SNPS,2023-12-12,3,1,1
SNPS,2023-12-12,3,2,2
SNPS,2023-12-12,3,3,5
SNPS,2024-12-19,4,1,2
SNPS,2024-12-19,4,2,4
SNPS,2024-12-19,4,3,3
SNPS,2024-12-19,4,4,5
SPGI,2021-02-09,28,1,8
SPGI,2021-02-09,28,2,7
SPGI,2021-02-09,28,3,8
SPGI,2021-02-09,28,4,7
SPGI,2021-02-09,28,5,7
SPGI,2021-02-09,28,6,8
SPGI,2021-02-09,28,7,5
SPGI,2021-02-09,28,8,5
SPGI,2021-02-09,28,9,7
SPGI,2021-02-09,28,10,5
SPGI,2021-02-09,28,11,5
SPGI,2021-02-09,28,12,4
SPGI,2021-02-09,28,13,4
SPGI,2021-02-09,28,14,4
SPGI,2021-02-09,28,15,3
SPGI,2021-02-09,28,16,5
SPGI,2021-02-09,28,17,4
SPGI,2021-02-09,28,18,3
SPGI,2021-02-09,28,19,4
SPGI,2021-02-09,28,20,4
SPGI,2021-02-09,28,21,6
SPGI,2021-02-09,28,22,5
SPGI,2021-02-09,28,23,4
SPGI,2021-02-09,28,24,-2
SPGI,2021-02-09,28,25,2
SPGI,2021-02-09,28,26,-3
SPGI,2021-02-09,28,27,3
SPGI,2021-02-09,28,28,5
SPGI,2022-02-08,8,1,8
SPGI,2022-02-08,8,2,7
SPGI,2022-02-08,8,3,3
SPGI,2022-02-08,8,4,7
SPGI,2022-02-08,8,5,6
SPGI,2022-02-08,8,6,8
SPGI,2022-02-08,8,7,4
SPGI,2022-02-08,8,8,4
SPGI,2023-02-10,10,1,7
SPGI,2023-02-10,10,2,6
SPGI,2023-02-10,10,3,7
SPGI,2023-02-10,10,4,5
SPGI,2023-02-10,10,5,6
SPGI,2023-02-10,10,6,7
SPGI,2023-02-10,10,7,5
SPGI,2023-02-10,10,8,4
SPGI,2023-02-10,10,9,1
SPGI,2023-02-10,10,10,0
SPGI,2024-02-09,8,1,4
SPGI,2024-02-09,8,2,4
SPGI,2024-02-09,8,3,5
SPGI,2024-02-09,8,4,4
SPGI,2024-02-09,8,5,4
SPGI,2024-02-09,8,6,4
SPGI,2024-02-09,8,7,5
SPGI,2024-02-09,8,8,0
SPG,2021-02-25,12,1,8
SPG,2021-02-25,12,2,8
SPG,2021-02-25,12,3,8
SPG,2021-02-25,12,4,8
SPG,2021-02-25,12,5,9
SPG,2021-02-25,12,6,7
SPG,2021-02-25,12,7,5
SPG,2021-02-25,12,8,5
SPG,2021-02-25,12,9,4
SPG,2021-02-25,12,10,4
SPG,2021-02-25,12,11,7
SPG,2021-02-25,12,12,5
SPG,2022-02-24,10,1,6
SPG,2022-02-24,10,2,6
SPG,2022-02-24,10,3,7
SPG,2022-02-24,10,4,4
SPG,2022-02-24,10,5,8
SPG,2022-02-24,10,6,4
SPG,2022-02-24,10,7,2
SPG,2022-02-24,10,8,5
SPG,2022-02-24,10,9,5
SPG,2022-02-24,10,10,0
SPG,2023-02-23,13,1,9
SPG,2023-02-23,13,2,8
SPG,2023-02-23,13,3,7
SPG,2023-02-23,13,4,0
SPG,2023-02-23,13,5,8
SPG,2023-02-23,13,6,7
SPG,2023-02-23,13,7,9
SPG,2023-02-23,13,8,1
SPG,2023-02-23,13,9,7
SPG,2023-02-23,13,10,8
SPG,2023-02-23,13,11,9
SPG,2023-02-23,13,12,10
SPG,2023-02-23,13,13,-4
SPG,2024-02-22,9,1,5
SPG,2024-02-22,9,2,5
SPG,2024-02-22,9,3,4
SPG,2024-02-22,9,4,1
SPG,2024-02-22,9,5,1
SPG,2024-02-22,9,6,4
SPG,2024-02-22,9,7,3
SPG,2024-02-22,9,8,3
SPG,2024-02-22,9,9,4
SRE,2021-02-25,11,1,9
SRE,2021-02-25,11,2,-1
SRE,2021-02-25,11,3,5
SRE,2021-02-25,11,4,8
SRE,2021-02-25,11,5,7
SRE,2021-02-25,11,6,8
SRE,2021-02-25,11,7,7
SRE,2021-02-25,11,8,5
SRE,2021-02-25,11,9,6
SRE,2021-02-25,11,10,5
SRE,2021-02-25,11,11,2
SRE,2022-02-25,6,1,3
SRE,2022-02-25,6,2,-2
SRE,2022-02-25,6,3,6
SRE,2022-02-25,6,4,5
SRE,2022-02-25,6,5,5
SRE,2022-02-25,6,6,2
SRE,2023-02-28,7,1,3
SRE,2023-02-28,7,2,4
SRE,2023-02-28,7,3,0
SRE,2023-02-28,7,4,6
SRE,2023-02-28,7,5,7
SRE,2023-02-28,7,6,5
SRE,2023-02-28,7,7,4
STE,2022-05-31,20,1,5
STE,2022-05-31,20,2,6
STE,2022-05-31,20,3,7
STE,2022-05-31,20,4,4
STE,2022-05-31,20,5,5
STE,2022-05-31,20,6,6
STE,2022-05-31,20,7,4
STE,2022-05-31,20,8,5
STE,2022-05-31,20,9,4
STE,2022-05-31,20,10,3
STE,2022-05-31,20,11,2
STE,2022-05-31,20,12,3
STE,2022-05-31,20,13,3
STE,2022-05-31,20,14,4
STE,2022-05-31,20,15,4
STE,2022-05-31,20,16,4
STE,2022-05-31,20,17,3
STE,2022-05-31,20,18,3
STE,2022-05-31,20,19,-3
STE,2022-05-31,20,20,-2
STE,2023-05-26,13,1,5
STE,2023-05-26,13,2,7
STE,2023-05-26,13,3,6
STE,2023-05-26,13,4,7
STE,2023-05-26,13,5,7
STE,2023-05-26,13,6,7
STE,2023-05-26,13,7,5
STE,2023-05-26,13,8,2
STE,2023-05-26,13,9,-2
STE,2023-05-26,13,10,6
STE,2023-05-26,13,11,5
STE,2023-05-26,13,12,2
STE,2023-05-26,13,13,6
STE,2024-05-29,7,1,5
STE,2024-05-29,7,2,5
STE,2024-05-29,7,3,4
STE,2024-05-29,7,4,4
STE,2024-05-29,7,5,2
STE,2024-05-29,7,6,1
STE,2024-05-29,7,7,-1
STLD,2021-03-01,23,1,5
STLD,2021-03-01,23,2,7
STLD,2021-03-01,23,3,6
STLD,2021-03-01,23,4,8
STLD,2021-03-01,23,5,4
STLD,2021-03-01,23,6,7
STLD,2021-03-01,23,7,5
STLD,2021-03-01,23,8,4
STLD,2021-03-01,23,9,0
STLD,2021-03-01,23,10,1
STLD,2021-03-01,23,11,8
STLD,2021-03-01,23,12,5
STLD,2021-03-01,23,13,5
STLD,2021-03-01,23,14,4
STLD,2021-03-01,23,15,4
STLD,2021-03-01,23,16,3
STLD,2021-03-01,23,17,3
STLD,2021-03-01,23,18,4
STLD,2021-03-01,23,19,2
STLD,2021-03-01,23,20,3
STLD,2021-03-01,23,21,5
STLD,2021-03-01,23,22,5
STLD,2021-03-01,23,23,5
STLD,2022-02-28,14,1,5
STLD,2022-02-28,14,2,5
STLD,2022-02-28,14,3,6
STLD,2022-02-28,14,4,4
STLD,2022-02-28,14,5,2
STLD,2022-02-28,14,6,3
STLD,2022-02-28,14,7,3
STLD,2022-02-28,14,8,3
STLD,2022-02-28,14,9,4
STLD,2022-02-28,14,10,2
STLD,2022-02-28,14,11,3
STLD,2022-02-28,14,12,3
STLD,2022-02-28,14,13,2
STLD,2022-02-28,14,14,5
STLD,2023-02-28,6,1,6
STLD,2023-02-28,6,2,5
STLD,2023-02-28,6,3,5
STLD,2023-02-28,6,4,8
STLD,2023-02-28,6,5,9
STLD,2023-02-28,6,6,5
STLD,2024-02-29,4,1,3
STLD,2024-02-29,4,2,5
STLD,2024-02-29,4,3,5
STLD,2024-02-29,4,4,0
STT,2021-02-19,13,1,7
STT,2021-02-19,13,2,8
STT,2021-02-19,13,3,6
STT,2021-02-19,13,4,6
STT,2021-02-19,13,5,7
STT,2021-02-19,13,6,4
STT,2021-02-19,13,7,6
STT,2021-02-19,13,8,6
STT,2021-02-19,13,9,6
STT,2021-02-19,13,10,5
STT,2021-02-19,13,11,6
STT,2021-02-19,13,12,0
STT,2021-02-19,13,13,3
STT,2022-02-17,7,1,7
STT,2022-02-17,7,2,8
STT,2022-02-17,7,3,7
STT,2022-02-17,7,4,7
STT,2022-02-17,7,5,7
STT,2022-02-17,7,6,3
STT,2022-02-17,7,7,4
STT,2024-02-15,3,1,4
STT,2024-02-15,3,2,3
STT,2024-02-15,3,3,3
STX,2021-08-06,12,1,7
STX,2021-08-06,12,2,3
STX,2021-08-06,12,3,5
STX,2021-08-06,12,4,5
STX,2021-08-06,12,5,5
STX,2021-08-06,12,6,3
STX,2021-08-06,12,7,3
STX,2021-08-06,12,8,4
STX,2021-08-06,12,9,4
STX,2021-08-06,12,10,3
STX,2021-08-06,12,11,6
STX,2021-08-06,12,12,5
STX,2022-08-05,17,1,9
STX,2022-08-05,17,2,4
STX,2022-08-05,17,3,7
STX,2022-08-05,17,4,7
STX,2022-08-05,17,5,4
STX,2022-08-05,17,6,3
STX,2022-08-05,17,7,3
STX,2022-08-05,17,8,5
STX,2022-08-05,17,9,2
STX,2022-08-05,17,10,2
STX,2022-08-05,17,11,3
STX,2022-08-05,17,12,6
STX,2022-08-05,17,13,5
STX,2022-08-05,17,14,4
STX,2022-08-05,17,15,2
STX,2022-08-05,17,16,1
STX,2022-08-05,17,17,6
STX,2023-08-04,14,1,6
STX,2023-08-04,14,2,2
STX,2023-08-04,14,3,6
STX,2023-08-04,14,4,3
STX,2023-08-04,14,5,2
STX,2023-08-04,14,6,3
STX,2023-08-04,14,7,5
STX,2023-08-04,14,8,2
STX,2023-08-04,14,9,2
STX,2023-08-04,14,10,1
STX,2023-08-04,14,11,3
STX,2023-08-04,14,12,2
STX,2023-08-04,14,13,1
STX,2023-08-04,14,14,3
STX,2024-08-02,4,1,4
STX,2024-08-02,4,2,5
STX,2024-08-02,4,3,4
STX,2024-08-02,4,4,4
STZ,2024-04-23,9,1,6
STZ,2024-04-23,9,2,3
STZ,2024-04-23,9,3,4
STZ,2024-04-23,9,4,1
STZ,2024-04-23,9,5,2
STZ,2024-04-23,9,6,2
STZ,2024-04-23,9,7,2
STZ,2024-04-23,9,8,1
STZ,2024-04-23,9,9,1
SWKS,2021-11-24,14,1,3
SWKS,2021-11-24,14,2,5
SWKS,2021-11-24,14,3,5
SWKS,2021-11-24,14,4,5
SWKS,2021-11-24,14,5,6
SWKS,2021-11-24,14,6,2
SWKS,2021-11-24,14,7,1
SWKS,2021-11-24,14,8,4
SWKS,2021-11-24,14,9,5
SWKS,2021-11-24,14,10,1
SWKS,2021-11-24,14,11,1
SWKS,2021-11-24,14,12,1
SWKS,2021-11-24,14,13,1
SWKS,2021-11-24,14,14,2
SWKS,2022-11-23,21,1,7
SWKS,2022-11-23,21,2,8
SWKS,2022-11-23,21,3,9
SWKS,2022-11-23,21,4,6
SWKS,2022-11-23,21,5,5
SWKS,2022-11-23,21,6,4
SWKS,2022-11-23,21,7,7
SWKS,2022-11-23,21,8,7
SWKS,2022-11-23,21,9,4
SWKS,2022-11-23,21,10,7
SWKS,2022-11-23,21,11,6
SWKS,2022-11-23,21,12,5
SWKS,2022-11-23,21,13,4
SWKS,2022-11-23,21,14,8
SWKS,2022-11-23,21,15,4
SWKS,2022-11-23,21,16,2
SWKS,2022-11-23,21,17,4
SWKS,2022-11-23,21,18,2
SWKS,2022-11-23,21,19,4
SWKS,2022-11-23,21,20,4
SWKS,2022-11-23,21,21,5
SWKS,2023-11-17,10,1,3
SWKS,2023-11-17,10,2,6
SWKS,2023-11-17,10,3,6
SWKS,2023-11-17,10,4,3
SWKS,2023-11-17,10,5,2
SWKS,2023-11-17,10,6,4
SWKS,2023-11-17,10,7,6
SWKS,2023-11-17,10,8,4
SWKS,2023-11-17,10,9,2
SWKS,2023-11-17,10,10,4
SWKS,2024-11-15,4,1,6
SWKS,2024-11-15,4,2,5
SWKS,2024-11-15,4,3,3
SWKS,2024-11-15,4,4,3
SWK,2021-02-18,13,1,8
SWK,2021-02-18,13,2,5
SWK,2021-02-18,13,3,6
SWK,2021-02-18,13,4,2
SWK,2021-02-18,13,5,7
SWK,2021-02-18,13,6,5
SWK,2021-02-18,13,7,0
SWK,2021-02-18,13,8,3
SWK,2021-02-18,13,9,4
SWK,2021-02-18,13,10,4
SWK,2021-02-18,13,11,3
SWK,2021-02-18,13,12,-2
SWK,2021-02-18,13,13,2
SWK,2022-02-22,15,1,7
SWK,2022-02-22,15,2,7
SWK,2022-02-22,15,3,7
SWK,2022-02-22,15,4,4
SWK,2022-02-22,15,5,6
SWK,2022-02-22,15,6,4
SWK,2022-02-22,15,7,4
SWK,2022-02-22,15,8,4
SWK,2022-02-22,15,9,7
SWK,2022-02-22,15,10,3
SWK,2022-02-22,15,11,4
SWK,2022-02-22,15,12,3
SWK,2022-02-22,15,13,1
SWK,2022-02-22,15,14,4
SWK,2022-02-22,15,15,3
SWK,2023-02-23,10,1,3
SWK,2023-02-23,10,2,8
SWK,2023-02-23,10,3,7
SWK,2023-02-23,10,4,5
SWK,2023-02-23,10,5,5
SWK,2023-02-23,10,6,7
SWK,2023-02-23,10,7,4
SWK,2023-02-23,10,8,6
SWK,2023-02-23,10,9,4
SWK,2023-02-23,10,10,7
SWK,2024-02-27,2,1,4
SWK,2024-02-27,2,2,6
SYK,2021-02-11,15,1,9
SYK,2021-02-11,15,2,7
SYK,2021-02-11,15,3,7
SYK,2021-02-11,15,4,5
SYK,2021-02-11,15,5,8
SYK,2021-02-11,15,6,5
SYK,2021-02-11,15,7,5
SYK,2021-02-11,15,8,6
SYK,2021-02-11,15,9,4
SYK,2021-02-11,15,10,7
SYK,2021-02-11,15,11,5
SYK,2021-02-11,15,12,5
SYK,2021-02-11,15,13,4
SYK,2021-02-11,15,14,6
SYK,2021-02-11,15,15,5
SYK,2022-02-11,16,1,9
SYK,2022-02-11,16,2,7
SYK,2022-02-11,16,3,6
SYK,2022-02-11,16,4,7
SYK,2022-02-11,16,5,3
SYK,2022-02-11,16,6,6
SYK,2022-02-11,16,7,7
SYK,2022-02-11,16,8,5
SYK,2022-02-11,16,9,5
SYK,2022-02-11,16,10,4
SYK,2022-02-11,16,11,5
SYK,2022-02-11,16,12,5
SYK,2022-02-11,16,13,6
SYK,2022-02-11,16,14,4
SYK,2022-02-11,16,15,6
SYK,2022-02-11,16,16,6
SYK,2023-02-10,13,1,7
SYK,2023-02-10,13,2,7
SYK,2023-02-10,13,3,6
SYK,2023-02-10,13,4,5
