company_name,date,item_1a_scores,item_7_scores,total_scores
ED,2023-02-16,"[7, 5, 6, 8, 2]","[5, 6, 8, 2]","[7, 5, 6, 8, 2, 5, 6, 8, 2]"
ED,2024-02-15,"[2, 6, 4]","[2, 7, 3, 4]","[2, 6, 4, 2, 7, 3, 4]"
EFX,2021-02-25,"[7, 3, 6, 6, 5, 4, 3, 4, 6, 5, 0]","[7, 6, 5, 4, 4, 4, 4, 3, 1, 0, 0, 0, 3, 3]","[7, 3, 6, 6, 5, 4, 3, 4, 6, 5, 0, 7, 6, 5, 4, 4, 4, 4, 3, 1, 0, 0, 0, 3, 3]"
EFX,2022-02-24,"[6, 2, 4, 5, 4, 4, 3, 3, 3, 4, 0, 0, 2]","[6, 5, 4, 0, 0, 4, 3]","[6, 2, 4, 5, 4, 4, 3, 3, 3, 4, 0, 0, 2, 6, 5, 4, 0, 0, 4, 3]"
EFX,2023-02-23,"[5, 3, 8, 3]",[1],"[5, 3, 8, 3, 1]"
EFX,2024-02-22,"[2, 1, 3, 1, 6, 0]",[1],"[2, 1, 3, 1, 6, 0, 1]"
EG,2021-03-01,"[5, 7, 4, 4, 5, 2, 4, 3, 2, 2, 1]","[7, 1, 2, 2, 8]","[5, 7, 4, 4, 5, 2, 4, 3, 2, 2, 1, 7, 1, 2, 2, 8]"
EG,2022-02-28,"[5, 6, 4, 3, 6, 3, 6, 4, 3, 3, 5]",[6],"[5, 6, 4, 3, 6, 3, 6, 4, 3, 3, 5, 6]"
EG,2024-02-28,[4],[],[4]
ELV,2021-02-18,"[9, 6, 6, 5, 5, 4, 5, 6, 6, 4, 5]","[5, 6]","[9, 6, 6, 5, 5, 4, 5, 6, 6, 4, 5, 5, 6]"
ELV,2022-02-16,"[9, 7, 7, 5, 5, 4, 4, 4, 6]",[],"[9, 7, 7, 5, 5, 4, 4, 4, 6]"
ELV,2023-02-15,"[8, 5, 6, 7, 5, 3, 2, 3, 7, 5]",[],"[8, 5, 6, 7, 5, 3, 2, 3, 7, 5]"
ELV,2024-02-21,"[2, 5, 5, 3, 6, 2, 2, 1, 1, 1]",[],"[2, 5, 5, 3, 6, 2, 2, 1, 1, 1]"
EL,2021-08-27,"[5, 8, 1, 0, 4, 2, 4, 1, 0, 6, 0, 3]","[1, 6, 5, 5, 6, 7, 5, 3, 0, 3, 5, 2, 5]","[5, 8, 1, 0, 4, 2, 4, 1, 0, 6, 0, 3, 1, 6, 5, 5, 6, 7, 5, 3, 0, 3, 5, 2, 5]"
EL,2022-08-24,"[7, 8, 2, 3, 2, 3]","[7, 7, 5, 5, 4, 3, 3, 5, 5, 5, 5, 2, 4, 5]","[7, 8, 2, 3, 2, 3, 7, 7, 5, 5, 4, 3, 3, 5, 5, 5, 5, 2, 4, 5]"
EL,2023-08-18,[4],"[9, 6, 8, 6, 4, 3, 4, 6, -1]","[4, 9, 6, 8, 6, 4, 3, 4, 6, -1]"
EL,2024-08-19,"[4, 3, 2]",[],"[4, 3, 2]"
EMN,2021-02-22,[],"[8, 4, 2, 2, 5, 6, 8, 6, 7, 4, 3, 3, 8, 6]","[8, 4, 2, 2, 5, 6, 8, 6, 7, 4, 3, 3, 8, 6]"
EMN,2022-02-25,[],"[8, 4, 7, 6, 6, 8, 8]","[8, 4, 7, 6, 6, 8, 8]"
EMN,2023-02-15,[],"[7, 6]","[7, 6]"
EMN,2024-02-14,[3],[],[3]
EMR,2021-11-15,"[4, 1, 2, 6, 5, 4, 5, 0, 6, 5, 6, 5, 4, 4]","[8, 6]","[4, 1, 2, 6, 5, 4, 5, 0, 6, 5, 6, 5, 4, 4, 8, 6]"
EMR,2022-11-14,"[3, 4, 7, 5, 7, 0, 7, 6, 8, 4, 4]",[],"[3, 4, 7, 5, 7, 0, 7, 6, 8, 4, 4]"
EMR,2023-11-13,"[6, 0, 6, 7, 2, 1, 2]",[],"[6, 0, 6, 7, 2, 1, 2]"
EMR,2024-11-12,"[5, 4]",[],"[5, 4]"
ENPH,2021-02-16,"[7, 6, 8, 7, 5, 7, 4, 3]","[7, 4]","[7, 6, 8, 7, 5, 7, 4, 3, 7, 4]"
ENPH,2022-02-11,"[7, 8, 6, 7, 6, 6, 6, 5, 5, 4, 5, 5, 1]",[],"[7, 8, 6, 7, 6, 6, 6, 5, 5, 4, 5, 5, 1]"
ENPH,2023-02-13,"[8, 7, 7, 7, 5, 5, 4, 6, 5, 2]","[4, 1, 6, 7]","[8, 7, 7, 7, 5, 5, 4, 6, 5, 2, 4, 1, 6, 7]"
ENPH,2024-02-09,"[5, 2, 1]",[],"[5, 2, 1]"
EOG,2021-02-25,"[5, 7, 8, 7, 3, 2, 3, 3, 5]","[5, 5, 3]","[5, 7, 8, 7, 3, 2, 3, 3, 5, 5, 5, 3]"
EOG,2022-02-24,"[2, 7, 8, 9, 4, 7, 6, 3, 7, 4]","[2, 4, 7]","[2, 7, 8, 9, 4, 7, 6, 3, 7, 4, 2, 4, 7]"
EOG,2023-02-23,"[5, 6, 6, 7, 8, 9, 7, 8, 3]","[5, 6]","[5, 6, 6, 7, 8, 9, 7, 8, 3, 5, 6]"
EOG,2024-02-22,[1],"[1, 5]","[1, 1, 5]"
EPAM,2021-02-25,"[7, 7, 6, 8, 6, 4, 2]","[7, 5, 6, 3, 3, -3]","[7, 7, 6, 8, 6, 4, 2, 7, 5, 6, 3, 3, -3]"
EPAM,2022-02-25,"[7, 7, 8, 5, 5, 5, 3, 3, 5, 3, 5, 6]","[7, 6, 0, 0, 3]","[7, 7, 8, 5, 5, 5, 3, 3, 5, 3, 5, 6, 7, 6, 0, 0, 3]"
EPAM,2023-02-24,"[7, 7, 3, 6, 7, 4, 3, 2]",[-3],"[7, 7, 3, 6, 7, 4, 3, 2, -3]"
EPAM,2024-02-22,"[5, 3, 1]",[],"[5, 3, 1]"
EQIX,2021-02-19,"[5, 3, 4, 3, 5, 5, 5, 4, 4, 5, 3, 5, 3, 3, 4, 3, 2, 5]",[5],"[5, 3, 4, 3, 5, 5, 5, 4, 4, 5, 3, 5, 3, 3, 4, 3, 2, 5, 5]"
EQIX,2022-02-18,"[5, 2, 6, 5, 5, 6, 5, 8, 6, 7, 6, 4, 5, 6, 6, 5, 5, 6, 8, 5, 5, 5]",[5],"[5, 2, 6, 5, 5, 6, 5, 8, 6, 7, 6, 4, 5, 6, 6, 5, 5, 6, 8, 5, 5, 5, 5]"
EQIX,2023-02-17,"[7, 4, 5, 3, 4, 8, 3, 2]",[2],"[7, 4, 5, 3, 4, 8, 3, 2, 2]"
EQIX,2024-02-16,"[4, 5, 4, 3]",[],"[4, 5, 4, 3]"
EQR,2024-02-15,"[3, 3, 3, 6, 6, 6, 4, 3]",[],"[3, 3, 3, 6, 6, 6, 4, 3]"
EQT,2021-02-17,"[3, 6, 5, 7, 4, 5, 6, 3]",[],"[3, 6, 5, 7, 4, 5, 6, 3]"
EQT,2022-02-10,"[7, 5, 5]",[],"[7, 5, 5]"
EQT,2023-02-16,[5],[],[5]
EQT,2024-02-14,"[4, 3, 3]","[6, 3]","[4, 3, 3, 6, 3]"
ERIE,2021-02-25,"[7, 6, 7, 10, 5, 6, 6, 7, 8, 6, 6, 6, 5, 6, 5, 6, 6, 5]","[6, 10, 6]","[7, 6, 7, 10, 5, 6, 6, 7, 8, 6, 6, 6, 5, 6, 5, 6, 6, 5, 6, 10, 6]"
ERIE,2022-02-24,"[6, 4, 6, 3, 2, 0, 4, 2]","[3, 3, 8, 4, 3, 0, 3, 3]","[6, 4, 6, 3, 2, 0, 4, 2, 3, 3, 8, 4, 3, 0, 3, 3]"
ERIE,2023-03-01,"[7, 4, 6, 3, 3, 1, 2, 2, 2]","[3, 5, 6, 1, 0]","[7, 4, 6, 3, 3, 1, 2, 2, 2, 3, 5, 6, 1, 0]"
ERIE,2024-02-26,"[3, 3, 5, -1, 2, 0, 3, 1, 1, 1]",[6],"[3, 3, 5, -1, 2, 0, 3, 1, 1, 1, 6]"
ESS,2021-02-19,"[6, 8, 9, 8, 7, 6, 4, 6, 4, 6, 3, 6]",[6],"[6, 8, 9, 8, 7, 6, 4, 6, 4, 6, 3, 6, 6]"
ESS,2022-02-25,"[7, 6, 8, 6, 4, 4]","[4, 4, 5, -2]","[7, 6, 8, 6, 4, 4, 4, 4, 5, -2]"
ESS,2023-02-23,"[4, 0, 4, 3, 3]","[1, 4, 8, 3, -3, 1]","[4, 0, 4, 3, 3, 1, 4, 8, 3, -3, 1]"
ESS,2024-02-23,"[4, 5, 4, 4, 4, 5, 4, 4, 4, 4]","[4, 6, 4]","[4, 5, 4, 4, 4, 5, 4, 4, 4, 4, 4, 6, 4]"
ES,2021-02-17,"[7, 6, 5, 6, 4, 4, 1, 2, 4]","[6, 5, 4, 6, 5, 5]","[7, 6, 5, 6, 4, 4, 1, 2, 4, 6, 5, 4, 6, 5, 5]"
ES,2022-02-17,"[5, 7, 4, 4, 5, 4]","[5, 7]","[5, 7, 4, 4, 5, 4, 5, 7]"
ES,2023-02-15,[],"[4, 1, 3, -1, -2]","[4, 1, 3, -1, -2]"
ES,2024-02-14,[],[],[]
ETN,2021-02-24,"[8, 6, 4, 3, 2]",[],"[8, 6, 4, 3, 2]"
ETN,2022-02-23,"[3, 5, 6, 1, 5, 5, 3, 1, 5]",[],"[3, 5, 6, 1, 5, 5, 3, 1, 5]"
ETN,2023-02-23,"[4, 1, 5, 0, 5, 5, 3, 4, 0, 3, 1]",[],"[4, 1, 5, 0, 5, 5, 3, 4, 0, 3, 1]"
ETN,2024-02-29,"[5, 3, 6, 1, 6, 4, 4, 4, 3]",[],"[5, 3, 6, 1, 6, 4, 4, 4, 3]"
ETR,2022-02-25,"[6, 5, 7, 1, 1, 1, 9, 5, 4, 6, 4, 4]",[],"[6, 5, 7, 1, 1, 1, 9, 5, 4, 6, 4, 4]"
ETR,2023-02-24,"[4, 6, 4, -1, 1, 8, 4, 4, 6, 4]",[],"[4, 6, 4, -1, 1, 8, 4, 4, 6, 4]"
ETR,2024-02-23,"[4, 5, 4, 5, 3, 4, 5, 4, 4, 3, 2]",[],"[4, 5, 4, 5, 3, 4, 5, 4, 4, 3, 2]"
EVRG,2021-02-26,"[6, 5, 6, 4, 5, 2, 5, 2, 4, 3, 3, 3, 3, 6, 3, 2]","[5, 2, 6, 2]","[6, 5, 6, 4, 5, 2, 5, 2, 4, 3, 3, 3, 3, 6, 3, 2, 5, 2, 6, 2]"
EVRG,2022-02-25,"[7, 5, 5, 4, 3, 2, 4, 5, 3, 3, 2, 3, 4, 2, 4]",[],"[7, 5, 5, 4, 3, 2, 4, 5, 3, 3, 2, 3, 4, 2, 4]"
EVRG,2023-02-24,"[4, 5, 4, 4, 4, 4, 1, 6]",[],"[4, 5, 4, 4, 4, 4, 1, 6]"
EVRG,2024-02-29,"[4, 4, 2, 4, 3, -1, 0]",[],"[4, 4, 2, 4, 3, -1, 0]"
EW,2021-02-12,"[3, 6, 2, 3, 2]","[6, 2, 2, 4, 5, 3, 0, 0]","[3, 6, 2, 3, 2, 6, 2, 2, 4, 5, 3, 0, 0]"
EW,2022-02-14,"[4, 7, 3, 3, 5, 2, 6, 3]","[7, 3, 2, 6, 1, 5, 6, 2, 5, 5, 4, 6, 6, 1, 3, 4]","[4, 7, 3, 3, 5, 2, 6, 3, 7, 3, 2, 6, 1, 5, 6, 2, 5, 5, 4, 6, 6, 1, 3, 4]"
EW,2023-02-13,"[8, 4, 3, 3, 2, 3]","[8, 3, 5, 4, 5, -3]","[8, 4, 3, 3, 2, 3, 8, 3, 5, 4, 5, -3]"
EW,2024-02-12,"[4, 3, 3]","[5, 8]","[4, 3, 3, 5, 8]"
EXC,2021-02-24,"[5, 3, 5, 5, 7, 6]","[5, 7, 6, 6, 9, 4, 4, -4, -2, 5, 3, 3]","[5, 3, 5, 5, 7, 6, 5, 7, 6, 6, 9, 4, 4, -4, -2, 5, 3, 3]"
EXC,2022-02-25,"[6, 5, 5, 5, 5, 5]","[5, 8, 5, -1, -2, -4]","[6, 5, 5, 5, 5, 5, 5, 8, 5, -1, -2, -4]"
EXC,2023-02-14,"[5, 4, -2, 3, 4, -2]","[9, 3, -1, -2, -2, -3, -1, -4]","[5, 4, -2, 3, 4, -2, 9, 3, -1, -2, -2, -3, -1, -4]"
EXC,2024-02-21,"[5, 4, 6]","[-2, 8]","[5, 4, 6, -2, 8]"
EXPD,2021-02-19,"[7, 6, 3, 4, 5, 5, 4, 5, 5, 3, 3, 5, 6, 5, 4, 4, 3, 3, 3, 5, 4, 3]","[7, 4, 4, 3, 5, 6, 4, 4, 3, 3, 5, 3, 3, 4, 4]","[7, 6, 3, 4, 5, 5, 4, 5, 5, 3, 3, 5, 6, 5, 4, 4, 3, 3, 3, 5, 4, 3, 7, 4, 4, 3, 5, 6, 4, 4, 3, 3, 5, 3, 3, 4, 4]"
EXPD,2022-03-15,"[7, 6, 5, 5, 4, 4, 4, 5, 5, 6, 3, 3, 2]","[7, 6]","[7, 6, 5, 5, 4, 4, 4, 5, 5, 6, 3, 3, 2, 7, 6]"
EXPD,2023-03-01,"[9, 7, 6, 6, 6, 3, 1, 5, 7]",[7],"[9, 7, 6, 6, 6, 3, 1, 5, 7, 7]"
EXPD,2024-02-23,"[5, 3, 4, 3, 6, 1, 1, 4, 4, 7, 2, 2, 6, 2, 4, 3, 5]",[],"[5, 3, 4, 3, 6, 1, 1, 4, 4, 7, 2, 2, 6, 2, 4, 3, 5]"
EXPE,2021-02-12,"[8, 7, 5, 6, 8, 4, 4, 2, 5, 5, 5, 3, 6, 3, 2, 1, 5, 4]","[8, 5, 5, 6, 4, 3, 5, 4, 3]","[8, 7, 5, 6, 8, 4, 4, 2, 5, 5, 5, 3, 6, 3, 2, 1, 5, 4, 8, 5, 5, 6, 4, 3, 5, 4, 3]"
EXPE,2022-02-11,"[9, 9, 6, 5, 5, 4, 6, 0, 9, 4, 2, 4, 2, 2, 2, 5, 7, 2, 1, 3, 2, 6]","[9, 2, 3, 5, 6, 2, 2, 6]","[9, 9, 6, 5, 5, 4, 6, 0, 9, 4, 2, 4, 2, 2, 2, 5, 7, 2, 1, 3, 2, 6, 9, 2, 3, 5, 6, 2, 2, 6]"
EXPE,2023-02-10,"[8, 7, 6, 7, 8, 9, 6, 6, 5, 4, 4, 4, 7, 3, 6, 3, 2]","[8, 7]","[8, 7, 6, 7, 8, 9, 6, 6, 5, 4, 4, 4, 7, 3, 6, 3, 2, 8, 7]"
EXPE,2024-02-09,"[5, 3, 4]","[4, 4, -2]","[5, 3, 4, 4, 4, -2]"
EXR,2021-02-26,"[2, 3, 2, 1, 0, 0, 0, 0, 3, 7, 2, 0, 0, 4, 1]",[],"[2, 3, 2, 1, 0, 0, 0, 0, 3, 7, 2, 0, 0, 4, 1]"
EXR,2022-02-28,"[2, 1, 0, 0, 0, 0, 7, 0, 0, 5, 1, 4]",[],"[2, 1, 0, 0, 0, 0, 7, 0, 0, 5, 1, 4]"
EXR,2023-02-28,"[4, 5, 5, 2, 0, 0]",[],"[4, 5, 5, 2, 0, 0]"
EXR,2024-02-29,"[0, 3, 4, 5, 4, 0]",[],"[0, 3, 4, 5, 4, 0]"
FAST,2021-02-08,"[6, 6, 7, 7, 9, 6, 5, 4, 2, 6]","[4, 6, -2]","[6, 6, 7, 7, 9, 6, 5, 4, 2, 6, 4, 6, -2]"
FAST,2022-02-07,"[6, 5, 3, 4, 5, 3, 5, 8]",[2],"[6, 5, 3, 4, 5, 3, 5, 8, 2]"
FAST,2023-02-07,"[4, 2, 5, 6, 3, 0, 5, 3, 6, 4, 7, 5, 4]",[],"[4, 2, 5, 6, 3, 0, 5, 3, 6, 4, 7, 5, 4]"
FAST,2024-02-06,"[5, 4, 3, 5, 3, 2]","[4, 2]","[5, 4, 3, 5, 3, 2, 4, 2]"
FDS,2021-10-22,"[7, 4, 5, 6, 0, 4, 2, 1, 2, -3]","[4, -3]","[7, 4, 5, 6, 0, 4, 2, 1, 2, -3, 4, -3]"
FDS,2022-10-21,"[5, 5, 5, -3, 0, 4]",[-3],"[5, 5, 5, -3, 0, 4, -3]"
FDS,2023-10-27,"[6, 7, 5, 5, 5, 1, 4, 3]",[5],"[6, 7, 5, 5, 5, 1, 4, 3, 5]"
FDS,2024-10-29,"[6, 4, 5, 1, 1, 2, 2]",[1],"[6, 4, 5, 1, 1, 2, 2, 1]"
FDX,2021-07-19,"[8, 8, 7, 6, 4, 7, 5, 5, 7, 6, 4, 3, 6, 6, 3, 6, 6, 4]","[6, 4, 5, 5, 6]","[8, 8, 7, 6, 4, 7, 5, 5, 7, 6, 4, 3, 6, 6, 3, 6, 6, 4, 6, 4, 5, 5, 6]"
FDX,2022-07-18,"[9, 8, 7, 6, 4, 2, 1]","[9, 8]","[9, 8, 7, 6, 4, 2, 1, 9, 8]"
FDX,2023-07-17,"[2, 3, 4, 4, 1, 2, 3, 4]","[1, 7, 8]","[2, 3, 4, 4, 1, 2, 3, 4, 1, 7, 8]"
FDX,2024-07-15,"[5, 4, 4, 4, 4, 4, 1]",[],"[5, 4, 4, 4, 4, 4, 1]"
FFIV,2021-11-16,"[7, 3, 4, 2, 0, 8]","[7, 0]","[7, 3, 4, 2, 0, 8, 7, 0]"
FFIV,2022-11-15,"[6, 4, 2, 1, 6]","[6, 8, 5, 2]","[6, 4, 2, 1, 6, 6, 8, 5, 2]"
FFIV,2023-11-14,[5],"[6, 4]","[5, 6, 4]"
FFIV,2024-11-18,"[5, 2, 2]",[],"[5, 2, 2]"
FICO,2021-11-10,"[7, 4, 5, 6, 3, 6, 3, 3, 7, 5, 5, 4, 4, 4]","[7, 1, 0]","[7, 4, 5, 6, 3, 6, 3, 3, 7, 5, 5, 4, 4, 4, 7, 1, 0]"
FICO,2022-11-09,"[5, 6, 6, 3, 8, 5, 2, 5]",[],"[5, 6, 6, 3, 8, 5, 2, 5]"
FICO,2023-11-08,"[5, 7, 3, 3, 2, 1]",[],"[5, 7, 3, 3, 2, 1]"
FICO,2024-11-06,"[4, 5, 3, 1]",[],"[4, 5, 3, 1]"
FIS,2024-02-26,"[4, 3, 5, 2, 2, 0, 1]",[],"[4, 3, 5, 2, 2, 0, 1]"
FITB,2021-02-26,"[4, 4, 5, 7, 8, 7, 6, 7, 6, 3, 7]","[4, 4, 5, 3, 5, 7, 6]","[4, 4, 5, 7, 8, 7, 6, 7, 6, 3, 7, 4, 4, 5, 3, 5, 7, 6]"
FITB,2022-02-25,"[7, 7, 9]","[9, 8, 7]","[7, 7, 9, 9, 8, 7]"
FITB,2023-02-24,"[7, 6, 5, 5, 4, 6]",[],"[7, 6, 5, 5, 4, 6]"
FITB,2024-02-27,[5],[],[5]
FI,2021-02-26,"[6, 2, 7, 6, 4, 5, 5, 5, 4, 5, 4, 2, 3, 3, 5, 4, 4, 4, 4]","[6, 2, 7, 5, 6, 2]","[6, 2, 7, 6, 4, 5, 5, 5, 4, 5, 4, 2, 3, 3, 5, 4, 4, 4, 4, 6, 2, 7, 5, 6, 2]"
FI,2022-02-24,"[7, 8, 7, 6, 6, 5, 4, 3, 4, 4, 2]","[8, 7, 5, 7, 2]","[7, 8, 7, 6, 6, 5, 4, 3, 4, 4, 2, 8, 7, 5, 7, 2]"
FI,2023-02-23,"[6, 6, 5, 1]",[1],"[6, 6, 5, 1, 1]"
FI,2024-02-22,"[4, 3, 3, 1]",[],"[4, 3, 3, 1]"
FMC,2021-02-25,"[8, 7, 8, 6, 6, 4]","[7, 9]","[8, 7, 8, 6, 6, 4, 7, 9]"
FMC,2022-02-25,"[8, 6, 6, 6, 5, 7, 5, 3, 6, 4, 5, 2]","[6, 3, 5, 7, 6]","[8, 6, 6, 6, 5, 7, 5, 3, 6, 4, 5, 2, 6, 3, 5, 7, 6]"
FMC,2023-02-24,"[7, 6, 4, 4, 1, 4]","[6, 4, 0, 0, 1]","[7, 6, 4, 4, 1, 4, 6, 4, 0, 0, 1]"
FMC,2024-02-27,"[4, 2, 4, 5]",[],"[4, 2, 4, 5]"
FRT,2021-02-11,"[5, 7, 2, 5, 8]","[2, 2, 6, 8, 1, 7, 3]","[5, 7, 2, 5, 8, 2, 2, 6, 8, 1, 7, 3]"
FRT,2022-02-10,"[3, 5, 3, 4, 5, 3, 3, 3, 3]","[3, 8, 5, 2, 1]","[3, 5, 3, 4, 5, 3, 3, 3, 3, 3, 8, 5, 2, 1]"
FRT,2023-02-08,"[7, 6, 5, 4, 6, 4, 6, 4, 6]","[4, 6, 7, 6, 3]","[7, 6, 5, 4, 6, 4, 6, 4, 6, 4, 6, 7, 6, 3]"
FRT,2024-02-12,"[5, 4, 5, 4, 4, 6, 4, 5]","[4, 5]","[5, 4, 5, 4, 4, 6, 4, 5, 4, 5]"
FSLR,2021-02-26,"[4, 1, 5, 5, 7, 7, 5, 5, 3, 5, 4, 5]",[7],"[4, 1, 5, 5, 7, 7, 5, 5, 3, 5, 4, 5, 7]"
FSLR,2022-03-01,"[5, 6, 9, 7, 4]",[5],"[5, 6, 9, 7, 4, 5]"
FSLR,2023-02-28,"[3, 4, 0, 2, 3, 3]","[3, 6]","[3, 4, 0, 2, 3, 3, 3, 6]"
FSLR,2024-02-27,"[5, 4, 5]",[],"[5, 4, 5]"
FTNT,2021-02-19,"[6, 8, 9, 8, 7, 7, 7, 6, 6, 3, 1]","[6, 3, 6, 1]","[6, 8, 9, 8, 7, 7, 7, 6, 6, 3, 1, 6, 3, 6, 1]"
FTNT,2022-02-25,"[7, 8, 6, 9, 8, 6, 8, 7, 5, 8]",[],"[7, 8, 6, 9, 8, 6, 8, 7, 5, 8]"
FTNT,2023-02-24,"[8, 8, 8, 4, 7, 7, 4, 2, 2, 3]",[],"[8, 8, 8, 4, 7, 7, 4, 2, 2, 3]"
FTNT,2024-02-26,"[3, 3, 3, 5, 5]",[],"[3, 3, 3, 5, 5]"
FTV,2021-02-26,"[9, 8, 5, 1, 5]","[6, 1]","[9, 8, 5, 1, 5, 6, 1]"
FTV,2022-03-01,"[7, 7, 6, 4, 4, 3, 2, 3, 1]",[2],"[7, 7, 6, 4, 4, 3, 2, 3, 1, 2]"
FTV,2023-02-28,"[4, 4, 8, 7, 6, 4, 1]",[6],"[4, 4, 8, 7, 6, 4, 1, 6]"
FTV,2024-02-27,"[1, 0, 4, -1]",[],"[1, 0, 4, -1]"
F,2021-02-05,"[6, 6, 5, 5, 5, 6, 7, 6, 2]","[6, 6, 5, 7, 6, 6]","[6, 6, 5, 5, 5, 6, 7, 6, 2, 6, 6, 5, 7, 6, 6]"
F,2022-02-04,"[7, 6, 8, 7, 3, 7, 7, 4, 1]","[7, 6, 1, 4, 4, 1]","[7, 6, 8, 7, 3, 7, 7, 4, 1, 7, 6, 1, 4, 4, 1]"
F,2023-02-03,"[5, 4, 7, 3, 4, 6, 3, 5, 7, 4, 4]","[5, 4, 3, 4, 4, 5]","[5, 4, 7, 3, 4, 6, 3, 5, 7, 4, 4, 5, 4, 3, 4, 4, 5]"
F,2024-02-07,"[6, 6, 5]",[1],"[6, 6, 5, 1]"
GDDY,2021-02-19,"[4, 4, 7, 8, 7, 4, 5, 2, 6, 3, 7]",[],"[4, 4, 7, 8, 7, 4, 5, 2, 6, 3, 7]"
GDDY,2022-02-17,"[6, 6, 4, 8]","[2, 1]","[6, 6, 4, 8, 2, 1]"
GDDY,2023-02-16,"[4, 6, 7, 3, 5]",[5],"[4, 6, 7, 3, 5, 5]"
GDDY,2024-02-29,"[7, 5, 4, 1]",[],"[7, 5, 4, 1]"
GD,2021-02-09,"[5, 7, 8, 6, 7, 6, 2, 7]","[5, 8, 8, 4, 6, 3, 6, 7, 7, 5]","[5, 7, 8, 6, 7, 6, 2, 7, 5, 8, 8, 4, 6, 3, 6, 7, 7, 5]"
GD,2022-02-09,"[4, 5, 7, 3, 5, 5, 5, 2, 2, 1, 4, 3]","[3, 0, 2, 2, 2, 0, 6, 4, 6, 1, 3, 6]","[4, 5, 7, 3, 5, 5, 5, 2, 2, 1, 4, 3, 3, 0, 2, 2, 2, 0, 6, 4, 6, 1, 3, 6]"
GD,2023-02-07,"[4, 6, 6, 4, 5, 3, 5, 5, 3, 3]","[6, 4, 0, 7]","[4, 6, 6, 4, 5, 3, 5, 5, 3, 3, 6, 4, 0, 7]"
GD,2024-02-08,"[3, 6, 5, 3, 3, 2]","[5, 5]","[3, 6, 5, 3, 3, 2, 5, 5]"
GEHC,2023-02-15,"[9, 7, 6, 7, 3, 5, 5, 1]",[9],"[9, 7, 6, 7, 3, 5, 5, 1, 9]"
GEHC,2024-02-06,"[7, 4, 2, 6, 5, 5, 5]",[],"[7, 4, 2, 6, 5, 5, 5]"
GEN,2021-05-21,"[5, 3, 4, 0, 6, 4, 3, 6, 2, 3, 4, 3, 4]","[3, 0, 6, 4, 3, 6, 2]","[5, 3, 4, 0, 6, 4, 3, 6, 2, 3, 4, 3, 4, 3, 0, 6, 4, 3, 6, 2]"
GEN,2022-05-20,"[5, 5, 0, 0, 0, -3, 4, 0, 6, 5, 5, 4, 4, 3, 1, 1, 3, 1]","[5, 0, 0, 0, 4, 0, 6, 5, 5]","[5, 5, 0, 0, 0, -3, 4, 0, 6, 5, 5, 4, 4, 3, 1, 1, 3, 1, 5, 0, 0, 0, 4, 0, 6, 5, 5]"
GEN,2023-05-25,"[6, 4, 5, 5, 4]",[5],"[6, 4, 5, 5, 4, 5]"
GEN,2024-05-16,"[2, 4, 4]",[],"[2, 4, 4]"
GILD,2021-02-25,"[7, 6, 5, 4, 6, 5, 5, 5, 3, 5, 3, 4, 3, 5, 5, 3, 3, 3, 4, 4, 4, 4, 3, 8, 3, 3, 3, 3, 2, 3]",[],"[7, 6, 5, 4, 6, 5, 5, 5, 3, 5, 3, 4, 3, 5, 5, 3, 3, 3, 4, 4, 4, 4, 3, 8, 3, 3, 3, 3, 2, 3]"
GILD,2022-02-23,"[4, 5, 2, 5, 4, 6, 6, 7, 6, 6, 7, 5, 4, 2, 2, 1]",[],"[4, 5, 2, 5, 4, 6, 6, 7, 6, 6, 7, 5, 4, 2, 2, 1]"
GILD,2023-02-22,"[8, 7, 9, 4, 8, 7, 5]",[],"[8, 7, 9, 4, 8, 7, 5]"
GILD,2024-02-23,"[5, 3, 6, 6, 3]",[],"[5, 3, 6, 6, 3]"
GIS,2021-06-30,"[5, 6, 7, 2, 2]",[6],"[5, 6, 7, 2, 2, 6]"
GIS,2022-06-30,"[5, 8, 7, 9, 3, 3, 4, 4]","[7, 1]","[5, 8, 7, 9, 3, 3, 4, 4, 7, 1]"
GIS,2023-06-28,"[4, 5]",[],"[4, 5]"
GIS,2024-06-26,"[3, 5]",[],"[3, 5]"
GLW,2021-02-12,"[9, 6, 4, 6, 3]","[0, 1, 5, 6]","[9, 6, 4, 6, 3, 0, 1, 5, 6]"
GLW,2022-02-14,"[7, 4, 3, 6, 2, 7]",[-1],"[7, 4, 3, 6, 2, 7, -1]"
GLW,2023-02-13,"[8, 4, 2, 6, 2]","[6, 6]","[8, 4, 2, 6, 2, 6, 6]"
GLW,2024-02-12,"[6, 6, 4, 4, 2, 1]",[],"[6, 6, 4, 4, 2, 1]"
GL,2021-02-25,"[6, 5, 5, 5, 5, 5, 5]","[8, 8, 4, 5]","[6, 5, 5, 5, 5, 5, 5, 8, 8, 4, 5]"
GL,2022-02-24,"[5, 4, 4, 5, 3, 3, 4, 3, 3, 7, 4]","[7, 7, 7, 2, 3, 5, 5, 5]","[5, 4, 4, 5, 3, 3, 4, 3, 3, 7, 4, 7, 7, 7, 2, 3, 5, 5, 5]"
GL,2023-02-23,"[6, 4, 5, 4, 4, 4, 4]","[8, 7]","[6, 4, 5, 4, 4, 4, 4, 8, 7]"
